PropertyID,Borough,State,Surroundings,Address,ZipCode,Block,Lot,BldgClassCategory,NoOfResidentialUnits,NoOfCommercialUnits,TotalNoOfUnits,LandAreaInSqFt,GrossAreaInSqFt,YearOfConstruction,TaxClass_AtEvaluationTime,BldgClass_AtEvaluationTime,DateOfEvaluation,PropertyEvaluationvalue
PR11259,3,NY,GRANT CITY,34 EDISON STREET,10306,3587,24,01 ONE FAMILY DWELLINGS,1,0,1,1806,1050,1986,1,A5,11-01-2015,539000
PR11260,3,NY,GRANT CITY,135 JEFFERSON AVENUE,10306,3556,16,01  ONE FAMILY HOMES,1,0,1,600,1200,1960,1,A9,21-08-2012,352000
PR11261,3,NY,GRANT CITY,140 STOBE AVENUE,10306,3556,57,01 ONE FAMILY DWELLINGS,1,0,1,2625,1200,1956,1,A9,11-04-2014,541000
PR11262,3,NY,GRANT CITY,27 HUSSON STREET,10305,3536,174,01 ONE FAMILY DWELLINGS,1,0,1,5012,2164,1951,1,A1,20-09-2014,870000
PR11263,3,NY,GRANT CITY,47 BEDFORD AVENUE,10306,3566,22,02  TWO FAMILY HOMES,2,0,2,6000,2481,1960,1,B1,16-05-2013,675000
PR11264,3,NY,GRANT CITY,64 JEFFERSON AVENUE,10306,3553,72,01  ONE FAMILY HOMES,1,0,1,4850,912,1955,1,A2,01-07-2013,388310
PR11265,3,NY,GRANT CITY,72 ZOE STREET,10305,3539,72,01 ONE FAMILY DWELLINGS,1,0,1,2323,936,1961,1,A5,14-09-2014,535000
PR11266,3,NY,GRANT CITY,41 ADAMS AVENUE,10306,3554,15,01  ONE FAMILY HOMES,1,0,1,2144,1500,1997,1,A5,09-05-2013,430000
PR11267,3,NY,NEW DORP-BEACH,220 MILTON AVENUE,10306,4057,35,01 ONE FAMILY DWELLINGS,1,0,1,3240,1680,1976,1,A5,08-04-2014,370110
PR11268,3,NY,NEW DORP-BEACH,171 CEDAR GROVE COURT,10306,4089,72,01  ONE FAMILY HOMES,1,0,1,2800,1300,1980,1,A5,30-08-2012,325000
PR11269,3,NY,NEW DORP-BEACH,53 MILBANK ROAD,10306,4091,6,01 ONE FAMILY DWELLINGS,1,0,1,2220,1250,1997,1,A5,07-02-2015,569000
PR11270,3,NY,NEW DORP-BEACH,288 FINLEY AVENUE,10306,4073,76,01 ONE FAMILY DWELLINGS,1,0,1,2400,2008,1979,1,A5,19-12-2014,620000
PR11271,3,NY,NEW DORP-BEACH,33 MILTON AVENUE,10306,4043,12,01 ONE FAMILY DWELLINGS,1,0,1,2120,1700,2001,1,A5,30-08-2014,390390
PR11272,3,NY,NEW DORP-BEACH,64 PELICAN CIRCLE,10306,4131,28,02 TWO FAMILY DWELLINGS,2,0,2,1986,2275,1993,1,B9,31-12-2014,625000
PR11273,3,NY,NEW DORP-BEACH,221 ROMA AVENUE,10306,4071,163,01 ONE FAMILY DWELLINGS,1,0,1,1300,1040,1986,1,A5,04-06-2014,283920
PR11274,3,NY,NEW DORP-BEACH,159 MILTON AVENUE,10306,4049,85,02  TWO FAMILY HOMES,2,0,2,6200,1800,1960,1,B2,18-01-2013,285000
PR11275,3,NY,NEW DORP-BEACH,282 FINLEY AVENUE,10306,4073,80,01 ONE FAMILY DWELLINGS,1,0,1,2400,2008,1979,1,A5,04-10-2014,640000
PR11276,3,NY,NEW DORP-BEACH,214 ROMA AVENUE,10306,4108,27,01 ONE FAMILY DWELLINGS,1,0,1,2262,1900,1999,1,A5,01-11-2014,553000
PR11277,3,NY,NEW DORP-BEACH,11 WAVECREST STREET,10306,4081,33,01 ONE FAMILY DWELLINGS,1,0,1,2400,1048,1941,1,A2,20-11-2014,370000
PR11278,3,NY,NEW DORP-BEACH,4 MILTON AVENUE,10306,4045,21,01 ONE FAMILY DWELLINGS,1,0,1,6720,1776,1941,1,A1,11-09-2014,740000
PR11279,3,NY,NEW DORP-BEACH,40 MANILA PLACE,10306,4056,68,01 ONE FAMILY DWELLINGS,1,0,1,2262,1600,1986,1,A5,18-12-2014,555000
PR11280,3,NY,NEW DORP-BEACH,295 ROMA AVENUE,10306,4074,33,02  TWO FAMILY HOMES,2,0,2,4000,2063,1983,1,B2,17-10-2012,455000
PR11281,3,NY,NEW DORP-BEACH,252 FINLEY AVENUE,10306,4070,95,01 ONE FAMILY DWELLINGS,1,0,1,2400,2008,1976,1,A5,20-12-2014,650000
PR11282,3,NY,NEW DORP-BEACH,62 MILTON AVENUE,10306,4046,22,02 TWO FAMILY DWELLINGS,2,0,2,4000,2112,1951,1,B3,11-10-2014,515000
PR11283,3,NY,NEW DORP-BEACH,152 MANILA AVENUE,10306,4130,551,02 TWO FAMILY DWELLINGS,2,0,2,4280,2052,1961,1,B3,08-06-2014,695250
PR11284,3,NY,NEW DORP-BEACH,278 FINLEY AVENUE,10306,4073,81,01 ONE FAMILY DWELLINGS,1,0,1,2400,2008,1979,1,A5,10-01-2015,565000
PR11285,3,NY,NEW DORP-BEACH,117 MILTON AVENUE,10306,4049,62,01 ONE FAMILY DWELLINGS,1,0,1,4400,1100,1961,1,A2,11-10-2014,200000
PR11286,3,NY,NEW DORP-BEACH,58 SEAFOAM STREET,10306,4081,68,01 ONE FAMILY DWELLINGS,1,0,1,2400,822,2012,1,A1,14-09-2014,422000
PR11287,3,NY,NEW DORP-BEACH,167 EBBITTS STREET,10306,4068,1,01 ONE FAMILY DWELLINGS,1,0,1,5500,960,1956,1,A2,20-02-2015,610000
PR11288,3,NY,NEW DORP-BEACH,33 MICHELLE LANE,10306,4071,82,01 ONE FAMILY DWELLINGS,1,0,1,1162,1270,1988,1,A5,26-11-2014,487000
PR11289,3,NY,NEW DORP-BEACH,6 GARIBALDI AVENUE,10306,4088,32,02 TWO FAMILY DWELLINGS,2,0,2,3650,1900,2001,1,B2,26-07-2014,772000
PR11290,3,NY,NEW DORP-BEACH,227 FINLEY AVENUE,10306,4057,69,01 ONE FAMILY DWELLINGS,1,0,1,940,1080,1976,1,A5,14-01-2015,390000
PR11291,3,NY,NEW DORP-BEACH,212 ROMA AVENUE,10306,4108,28,01 ONE FAMILY DWELLINGS,1,0,1,1638,1900,1999,1,A5,17-08-2014,375000
PR11292,3,NY,NEW DORP-BEACH,145 CEDAR GROVE AVE,10306,4089,5,01 ONE FAMILY DWELLINGS,1,0,1,1760,1600,1977,1,A5,23-04-2014,435000
PR11293,3,NY,NEW DORP-BEACH,86 PELICAN CIRCLE,10306,4131,20,02 TWO FAMILY DWELLINGS,2,0,2,1479,2275,1993,1,B9,21-05-2014,608000
PR11294,3,NY,NEW DORP-BEACH,158 HETT AVENUE,10306,4069,19,01 ONE FAMILY DWELLINGS,1,0,1,4000,1040,1956,1,A2,10-04-2014,422400
PR11295,3,NY,NEW DORP-BEACH,127 CEDAR GROVE COURT,10306,4089,55,01 ONE FAMILY DWELLINGS,1,0,1,2520,1600,1978,1,A5,25-06-2014,592000
PR11296,3,NY,NEW DORP-BEACH,117 HETT AVENUE,10306,4068,59,01 ONE FAMILY DWELLINGS,1,0,1,2200,1200,1997,1,A5,04-09-2014,412571
PR11297,3,NY,NEW DORP-BEACH,279 FINLEY AVENUE,10306,4063,43,01 ONE FAMILY DWELLINGS,1,0,1,2535,1280,1974,1,A5,31-07-2014,455000
PR11298,3,NY,NEW DORP-BEACH,46 MANILA PLACE,10306,4056,65,01  ONE FAMILY HOMES,1,0,1,2853,1370,2012,1,A5,11-04-2013,395460
PR11299,3,NY,NEW DORP-BEACH,841 TYSENS LANE,10306,4073,69,01 ONE FAMILY DWELLINGS,1,0,1,2548,2008,1979,1,A5,20-12-2014,619000
PR11300,3,NY,NEW DORP-BEACH,64 PELICAN CIRCLE,10306,4131,28,02 TWO FAMILY DWELLINGS,2,0,2,1986,2275,1993,1,B9,12-07-2014,460000
PR11301,3,NY,NEW DORP-BEACH,10 SEAFOAM STREET,10306,4081,44,01 ONE FAMILY DWELLINGS,1,0,1,2400,921,1946,1,A2,29-03-2015,330000
PR11302,3,NY,RICHMONDTOWN,378 CLARKE AVENUE,10306,4467,10,01  ONE FAMILY HOMES,1,0,1,7560,2093,1960,1,A2,27-11-2012,423000
PR11303,3,NY,RICHMONDTOWN,156 ST ANDREWS ROAD,10306,2259,52,01  ONE FAMILY HOMES,1,0,1,5834,4000,2011,1,A3,27-12-2012,997885
PR11304,3,NY,RICHMONDTOWN,57 ARDSLEY STREET,10306,4332,113,01 ONE FAMILY DWELLINGS,1,0,1,5000,1075,1961,1,A2,11-07-2014,615800
PR11305,3,NY,RICHMONDTOWN,103 MAPLEWOOD AVENUE,10306,4346,1,01 ONE FAMILY DWELLINGS,1,0,1,4850,1222,1956,1,A2,12-09-2014,665000
PR11306,3,NY,RICHMONDTOWN,21 ARDSLEY STREET,10306,4332,95,01 ONE FAMILY DWELLINGS,1,0,1,4730,1125,1956,1,A2,01-11-2014,610000
PR11307,3,NY,RICHMONDTOWN,109 MACE STREET,10306,2259,12,01 ONE FAMILY DWELLINGS,1,0,1,17100,3430,2005,1,A3,16-05-2014,503870
PR11308,3,NY,RICHMONDTOWN,135 WOLVERINE STREET,10306,4377,18,01 ONE FAMILY DWELLINGS,1,0,1,4173,1056,1956,1,A2,24-08-2014,630000
PR11309,3,NY,RICHMONDTOWN,16 ALTOONA AVENUE,10306,4331,16,01  ONE FAMILY HOMES,1,0,1,11650,2448,1981,1,A9,19-06-2013,665000
PR11310,3,NY,RICHMONDTOWN,220 ARDSLEY STREET,10306,4413,23,01 ONE FAMILY DWELLINGS,1,0,1,6000,2160,1961,1,A1,26-10-2014,739000
PR11311,3,NY,RICHMONDTOWN,304 PARK STREET,10306,4416,12,01 ONE FAMILY DWELLINGS,1,0,1,4500,1776,1961,1,A1,12-09-2014,712500
PR11312,3,NY,RICHMONDTOWN,11 WEST CEDARVIEW AVE,10306,4399,86,02 TWO FAMILY DWELLINGS,2,0,2,4243,2184,1961,1,B2,25-05-2014,775000
PR11313,3,NY,RICHMONDTOWN,77 CRANFORD COURT,10306,4347,136,01 ONE FAMILY DWELLINGS,1,0,1,868,900,1990,1,A5,06-11-2014,419000
PR11314,3,NY,RICHMONDTOWN,196 AMBER STREET,10306,4419,60,01 ONE FAMILY DWELLINGS,1,0,1,4300,1104,1951,1,A2,18-01-2015,697000
PR11315,3,NY,RICHMONDTOWN,108 ST. ANDREWS RD,10306,2244,19,01 ONE FAMILY DWELLINGS,1,0,1,5000,2600,1996,1,A1,14-05-2014,1035000
PR11316,3,NY,RICHMONDTOWN,244 ARDSLEY STREET,10306,4428,45,01  ONE FAMILY HOMES,1,0,1,4000,2016,1960,1,A1,30-08-2012,484000
PR11317,3,NY,RICHMONDTOWN,336 PARK STREET,10306,4417,19,01 ONE FAMILY DWELLINGS,1,0,1,4022,1816,1956,1,A2,13-11-2014,435000
PR11318,3,NY,RICHMONDTOWN,10 JOEL PLACE,10306,4327,124,02 TWO FAMILY DWELLINGS,2,0,2,4400,1880,1966,1,B2,13-02-2015,692410
PR11319,3,NY,RICHMONDTOWN,222 WOLVERINE STREET,10306,4399,289,01 ONE FAMILY DWELLINGS,1,0,1,4774,1092,1951,1,A2,27-08-2014,650000
PR11320,3,NY,RICHMONDTOWN,128 WOLVERINE STREET,10306,4378,52,01 ONE FAMILY DWELLINGS,1,0,1,4167,1352,1961,1,A1,30-08-2014,740000
PR11321,3,NY,RICHMONDTOWN,159 THOMAS STREET,10306,4400,9,01 ONE FAMILY DWELLINGS,1,0,1,4003,960,1956,1,A2,14-03-2015,630000
PR11322,3,NY,RICHMONDTOWN,14 GIANNA COURT,10306,4468,31,01  ONE FAMILY HOMES,1,0,1,5562,3650,1999,1,A1,28-03-2013,650000
PR11323,3,NY,RICHMONDTOWN,15 BOYCE AVENUE,10306,4470,144,01 ONE FAMILY DWELLINGS,1,0,1,5916,2200,1989,1,A1,03-05-2014,870000
PR11324,3,NY,RICHMONDTOWN,255 MACE STREET,10306,2280,10,01 ONE FAMILY DWELLINGS,1,0,1,7360,3019,2011,1,A3,07-08-2014,1300000
PR11325,3,NY,RICHMONDTOWN,251 WOLVERINE STREET,10306,4421,215,01 ONE FAMILY DWELLINGS,1,0,1,4800,1056,1961,1,A2,28-01-2015,755000
PR11326,3,NY,RICHMONDTOWN,6 MORTON STREET,10306,4330,12,01 ONE FAMILY DWELLINGS,1,0,1,6032,2800,2000,1,A1,03-10-2014,1350000
PR11327,3,NY,RICHMONDTOWN,189 BARBARA STREET,10306,4416,56,01  ONE FAMILY HOMES,1,0,1,4721,1040,1955,1,A2,22-03-2013,425000
PR11328,3,NY,RICHMONDTOWN,124 KENSICO STREET,10306,4430,46,01 ONE FAMILY DWELLINGS,1,0,1,7012,2088,1966,1,A1,07-06-2014,750000
PR11329,3,NY,RICHMONDTOWN,299 BARBARA STREET,10306,4429,5,01  ONE FAMILY HOMES,1,0,1,12000,3832,1988,1,A3,13-12-2012,675000
PR11330,3,NY,RICHMONDTOWN,163 HITCHCOCK AVENUE,10306,2245,6,01  ONE FAMILY HOMES,1,0,1,10000,3800,1950,1,A3,05-12-2012,1465000
PR11331,3,NY,RICHMONDTOWN,120 THOMAS STREET,10306,4396,34,02 TWO FAMILY DWELLINGS,2,0,2,4674,2338,1961,1,B2,09-05-2014,815000
PR11332,3,NY,RICHMONDTOWN,35 CRANFORD COURT,10306,4347,116,01 ONE FAMILY DWELLINGS,1,0,1,700,1050,1989,1,A5,21-08-2014,318000
PR11333,3,NY,RICHMONDTOWN,244 MACE STREET,10306,2279,37,01 ONE FAMILY DWELLINGS,1,0,1,4000,2000,1988,1,A2,30-07-2014,550000
PR11334,3,NY,RICHMONDTOWN,161 WEST CEDARVIEW AVE,10306,4435,20,01  ONE FAMILY HOMES,1,0,1,6555,2732,1965,1,A2,26-06-2013,417000
PR11335,3,NY,RICHMONDTOWN,289 PARK STREET,10306,4409,16,01 ONE FAMILY DWELLINGS,1,0,1,5000,1660,1966,1,A1,11-03-2015,740000
PR11336,3,NY,RICHMONDTOWN,118 ST ANDREW'S ROAD,10306,2244,14,01  ONE FAMILY HOMES,1,0,1,5000,2800,2004,1,A1,15-11-2012,915000
PR11337,3,NY,RICHMONDTOWN,99 CLARKE AVENUE,10306,4399,24,01  ONE FAMILY HOMES,1,0,1,5377,1208,1955,1,A2,24-08-2012,470000
PR11338,3,NY,RICHMONDTOWN,247 NUGENT STREET,10306,2272,50,01 ONE FAMILY DWELLINGS,1,0,1,15480,3472,2005,1,A3,31-05-2014,1600000
PR11339,3,NY,RICHMONDTOWN,176 WOLVERINE STREET,10306,4400,41,01 ONE FAMILY DWELLINGS,1,0,1,4000,1920,1956,1,A1,27-12-2014,917500
PR11340,3,NY,RICHMONDTOWN,269 PARK STREET,10306,4409,5,01  ONE FAMILY HOMES,1,0,1,3800,2211,1965,1,A1,25-09-2012,580000
PR11341,3,NY,RICHMONDTOWN,240 MACE STREET,10306,2279,39,01  ONE FAMILY HOMES,1,0,1,6000,3134,1993,1,A1,15-03-2013,630000
PR11342,3,NY,RICHMONDTOWN,408 THOMAS STREET,10306,4435,30,01  ONE FAMILY HOMES,1,0,1,6825,4278,2000,1,A3,11-07-2013,965000
PR11343,3,NY,RICHMONDTOWN,34 MOORE STREET,10306,4438,92,01  ONE FAMILY HOMES,1,0,1,8287,2700,1998,1,A3,05-06-2013,867000
PR11344,3,NY,RICHMONDTOWN,78 TYSENS LANE,10306,4347,70,02 TWO FAMILY DWELLINGS,2,0,2,4439,2320,1971,1,B2,30-10-2014,865000
PR11345,3,NY,RICHMONDTOWN,212 PARK STREET,10306,4375,57,01 ONE FAMILY DWELLINGS,1,0,1,4280,960,1956,1,A2,28-06-2014,638000
PR11346,3,NY,RICHMONDTOWN,219 PARK STREET,10306,4374,18,01 ONE FAMILY DWELLINGS,1,0,1,4000,2178,1956,1,A2,23-04-2014,655000
PR11347,3,NY,NEW DORP-HEIGHTS,16 KAYLA COURT,10306,951,21,01  ONE FAMILY HOMES,1,0,1,13474,5165,2011,1,A3,24-06-2013,967337
PR11348,3,NY,NEW DORP-HEIGHTS,75 WOLVERINE STREET,10306,4370,102,02 TWO FAMILY DWELLINGS,2,0,2,4000,2200,1966,1,B2,24-04-2014,900000
PR11349,3,NY,NEW DORP-HEIGHTS,47 WOLVERINE STREET,10306,4370,88,02  TWO FAMILY HOMES,2,0,2,4000,2200,1970,1,B2,14-06-2013,605000
PR11350,3,NY,NEW DORP-HEIGHTS,2785 AMBOY ROAD,10306,4338,3,01 ONE FAMILY DWELLINGS,1,0,1,3088,1280,1961,1,A5,10-04-2014,550000
PR11351,3,NY,NEW DORP-HEIGHTS,86 AMBER STREET,10306,4370,10,02 TWO FAMILY DWELLINGS,2,0,2,4000,1880,1966,1,B2,31-01-2015,825000
PR11352,3,NY,NEW DORP-HEIGHTS,167 GELDNER AVENUE,10306,939,163,01  ONE FAMILY HOMES,1,0,1,6000,1020,1955,1,A2,05-03-2013,450000
PR11353,3,NY,NEW DORP-HEIGHTS,32 DOROTHEA PLACE,10306,4310,142,01 ONE FAMILY DWELLINGS,1,0,1,4000,1299,1951,1,A0,11-06-2014,430000
PR11354,3,NY,NEW DORP-HEIGHTS,35 BARBARA STREET,10306,4349,12,01  ONE FAMILY HOMES,1,0,1,3536,1600,1965,1,A5,16-05-2013,420000
PR11355,3,NY,NEW DORP-HEIGHTS,190 NEVADA AVENUE,10306,952,111,02 TWO FAMILY DWELLINGS,2,0,2,11514,2360,1966,1,B2,26-07-2014,1175000
PR11356,3,NY,NEW DORP-HEIGHTS,60 PARK STREET,10306,4363,65,02 TWO FAMILY DWELLINGS,2,0,2,3600,2264,1971,1,B2,08-08-2014,630000
PR11357,3,NY,NEW DORP-HEIGHTS,211 BEACON AVENUE,10306,939,240,01  ONE FAMILY HOMES,1,0,1,6084,3741,1965,1,A3,21-05-2013,710000
PR11358,3,NY,NEW DORP-HEIGHTS,21 KAYLA COURT,10305,951,27,01  ONE FAMILY HOMES,1,0,1,6302,3892,2011,1,A1,13-09-2012,935000
PR11359,3,NY,NEW DORP-HEIGHTS,57 BISHOP STREET,10306,4309,28,01  ONE FAMILY HOMES,1,0,1,2500,1356,1999,1,A5,06-06-2013,440000
PR11360,3,NY,NEW DORP-HEIGHTS,157 GELDNER AVENUE,10306,939,156,01 ONE FAMILY DWELLINGS,1,0,1,8000,900,1951,1,A0,29-01-2015,800000
PR11361,3,NY,NEW DORP-HEIGHTS,25 BARBARA STREET,10306,4349,6,01 ONE FAMILY DWELLINGS,1,0,1,3016,1600,1961,1,A5,18-01-2015,590000
PR11362,3,NY,NEW DORP-HEIGHTS,3184B RICHMOND ROAD,10306,4312,1014,04 TAX CLASS 1 CONDOS,1,0,1,54042,964,1983,1,R3,21-09-2014,318000
PR11363,3,NY,NEW DORP-HEIGHTS,28 DOROTHEA PLACE,10306,4310,140,01 ONE FAMILY DWELLINGS,1,0,1,4000,1319,1951,1,A1,04-10-2014,485000
PR11364,3,NY,NEW DORP-HEIGHTS,87 CRANFORD AVENUE,10306,4316,83,01 ONE FAMILY DWELLINGS,1,0,1,2432,1200,1966,1,A5,18-09-2014,375000
PR11365,3,NY,NEW DORP-HEIGHTS,2 EAST BROADWAY,10306,4364,32,01 ONE FAMILY DWELLINGS,1,0,1,2846,1600,1956,1,A5,07-01-2015,520000
PR11366,3,NY,NEW DORP-HEIGHTS,168 TYSENS LANE,10306,4359,46,01  ONE FAMILY HOMES,1,0,1,4186,1292,1960,1,A9,08-05-2013,440000
PR11367,3,NY,NEW DORP-HEIGHTS,65 OAKLEY PLACE,10306,4305,38,01  ONE FAMILY HOMES,1,0,1,3800,2132,1965,1,A1,21-12-2012,549000
PR11368,3,NY,NEW DORP-HEIGHTS,195 GELDNER AVENUE,10306,939,179,01  ONE FAMILY HOMES,1,0,1,4560,2065,1965,1,A2,27-11-2012,527000
PR11369,3,NY,NEW DORP-HEIGHTS,39 GELDNER AVENUE,10306,946,8,01  ONE FAMILY HOMES,1,0,1,4880,3928,2005,1,A1,25-01-2013,840000
PR11370,3,NY,NEW DORP-HEIGHTS,124 ST STEPHENS PLACE,10306,942,102,01  ONE FAMILY HOMES,1,0,1,6800,1684,1950,1,A0,10-05-2013,450000
PR11371,3,NY,NEW DORP-HEIGHTS,106 PARK STREET,10306,4363,39,01 ONE FAMILY DWELLINGS,1,0,1,2475,1156,1961,1,A5,17-08-2014,530000
PR11372,3,NY,NEW DORP-HEIGHTS,75 EAST BROADWAY,10306,4363,90,01 ONE FAMILY DWELLINGS,1,0,1,2800,1900,1961,1,A5,29-01-2015,572000
PR11373,3,NY,NEW DORP-HEIGHTS,41 GELDNER AVENUE,10306,946,9,01  ONE FAMILY HOMES,1,0,1,4870,4182,2005,1,A1,05-12-2012,413000
PR11374,3,NY,NEW DORP-HEIGHTS,32 NEVADA AVENUE,10306,952,191,01  ONE FAMILY HOMES,1,0,1,7797,1853,1960,1,A9,07-03-2013,530000
PR11375,3,NY,NEW DORP-HEIGHTS,60 PARK STREET,10306,4363,65,02 TWO FAMILY DWELLINGS,2,0,2,3600,2264,1971,1,B2,11-12-2014,710000
PR11376,3,NY,NEW DORP-HEIGHTS,31 GAIL COURT,10306,4302,133,01 ONE FAMILY DWELLINGS,1,0,1,890,1479,1985,1,A5,16-11-2014,359000
PR11377,3,NY,NEW DORP-HEIGHTS,21 HOLLY PLACE,10306,4304,11,01 ONE FAMILY DWELLINGS,1,0,1,4000,1460,1966,1,A1,10-08-2014,715000
PR11378,3,NY,NEW DORP-HEIGHTS,3182B RICHMOND ROAD,10306,4312,1012,04 TAX CLASS 1 CONDOS,1,0,1,54042,964,1983,1,R3,15-10-2014,315000
PR11379,3,NY,NEW DORP-HEIGHTS,46 WOLVERINE STREET,10306,4371,36,02  TWO FAMILY HOMES,2,0,2,4000,2040,1970,1,B2,30-04-2013,630000
PR11380,3,NY,NEW DORP-HEIGHTS,79 WOLVERINE STREET,10306,4370,104,01 ONE FAMILY DWELLINGS,1,1,2,4000,2244,1966,1,S1,05-09-2014,820000
PR11381,3,NY,NEW DORP-HEIGHTS,97 CRANFORD AVENUE,10306,4316,78,01  ONE FAMILY HOMES,1,0,1,2400,1280,1970,1,A5,10-12-2012,310000
PR11382,3,NY,NEW DORP-HEIGHTS,131 CRANFORD AVENUE,10306,4316,63,01 ONE FAMILY DWELLINGS,1,0,1,2700,1400,1961,1,A5,06-07-2014,565000
PR11383,3,NY,NEW DORP-HEIGHTS,15 ELVIRA COURT,10306,951,4,01 ONE FAMILY DWELLINGS,1,0,1,5293,2564,2010,1,A3,02-07-2014,1150000
PR11384,3,NY,NEW DORP-HEIGHTS,91 MOBILE AVENUE,10306,4343,15,01 ONE FAMILY DWELLINGS,1,0,1,2625,1190,1956,1,A5,21-08-2014,420000
PR11385,3,NY,NEW DORP-HEIGHTS,203 RIEDEL AVENUE,10306,4349,27,01 ONE FAMILY DWELLINGS,1,0,1,3952,1600,1961,1,A5,14-02-2015,457314
PR11386,3,NY,GREAT KILLS,381 BARLOW AVENUE,10308,5476,49,02 TWO FAMILY DWELLINGS,2,0,2,2575,1440,1971,1,B9,18-06-2014,509125
PR11387,3,NY,GREAT KILLS,15 PERONA LANE,10308,5299,80,02 TWO FAMILY DWELLINGS,2,0,2,3042,1981,2002,1,B9,15-10-2014,683000
PR11388,3,NY,GREAT KILLS,4219 AMBOY ROAD,10308,5460,1006,04 TAX CLASS 1 CONDOS,1,0,1,152741,816,1980,1,R3,03-05-2014,335000
PR11389,3,NY,GREAT KILLS,50 SABLE LOOP,10306,4478,627,01  ONE FAMILY HOMES,1,0,1,500,1240,1996,1,A5,17-09-2012,275000
PR11390,3,NY,GREAT KILLS,75 TIMBER RIDGE DRIVE,10306,4645,150,02 TWO FAMILY DWELLINGS,2,0,2,2540,1900,1992,1,B9,06-12-2014,640000
PR11391,3,NY,GREAT KILLS,14A FULLER COURT,10306,4478,472,01  ONE FAMILY HOMES,1,0,1,946,1364,1988,1,A5,28-12-2012,220000
PR11392,3,NY,GREAT KILLS,27 ARKANSAS AVENUE,10308,5447,91,02 TWO FAMILY DWELLINGS,2,0,2,2678,1200,1997,1,B2,26-12-2014,630000
PR11393,3,NY,GREAT KILLS,9 COTTONWOOD COURT,10308,4500,195,01 ONE FAMILY DWELLINGS,1,0,1,2000,1458,1980,1,A5,29-06-2014,539000
PR11394,3,NY,GREAT KILLS,31 WILLOW LANE,10306,4645,65,02  TWO FAMILY HOMES,2,0,2,5167,3213,1999,1,B9,22-03-2013,480000
PR11395,3,NY,GREAT KILLS,511 LEVERETT AVENUE,10308,5491,277,01  ONE FAMILY HOMES,1,0,1,2352,1680,1970,1,A9,04-09-2012,390000
PR11396,3,NY,GREAT KILLS,3447 HYLAN BOULEVARD,10306,5030,58,01 ONE FAMILY DWELLINGS,1,0,1,3000,1420,1984,1,A5,30-11-2014,560000
PR11397,3,NY,GREAT KILLS,264 CORONA AVENUE,10306,4478,504,01 ONE FAMILY DWELLINGS,1,0,1,688,1056,1984,1,A5,21-12-2014,417150
PR11398,3,NY,GREAT KILLS,139 KELVIN AVENUE,10306,5029,8,02  TWO FAMILY HOMES,2,0,2,4920,2444,1965,1,B2,24-05-2013,511000
PR11399,3,NY,GREAT KILLS,199 THORNYCROFT AVENUE,10312,5289,52,02 TWO FAMILY DWELLINGS,2,0,2,4140,1966,1951,1,B2,28-03-2015,750000
PR11400,3,NY,GREAT KILLS,15 LEXINGTON LANE,10308,5447,119,01 ONE FAMILY DWELLINGS,1,0,1,4115,1240,1988,1,A5,08-05-2014,503000
PR11401,3,NY,GREAT KILLS,41 MEADOW LANE,10306,4645,127,02  TWO FAMILY HOMES,2,0,2,1951,3276,1996,1,B9,29-03-2013,405000
PR11402,3,NY,GREAT KILLS,209 BROOKFIELD AVENUE,10308,5457,124,01  ONE FAMILY HOMES,1,0,1,3333,1080,1960,1,A9,18-04-2013,415000
PR11403,3,NY,GREAT KILLS,453 ELTINGVILLE BLVD,10312,5528,29,01  ONE FAMILY HOMES,1,0,1,2375,1490,1977,1,A5,30-04-2013,385000
PR11404,3,NY,GREAT KILLS,480 COLON AVENUE,10308,5459,54,01 ONE FAMILY DWELLINGS,1,0,1,2700,880,1971,1,A5,31-08-2014,475000
PR11405,3,NY,GREAT KILLS,4291 RICHMOND AVENUE,10312,5297,13,01 ONE FAMILY DWELLINGS,1,0,1,4000,1630,1951,1,A2,20-11-2014,382500
PR11406,3,NY,GREAT KILLS,118 ROBINSON AVENUE,10312,5287,31,01 ONE FAMILY DWELLINGS,1,0,1,2080,1242,1991,1,A5,26-07-2014,534500
PR11407,3,NY,GREAT KILLS,476 RIDGEWOOD AVENUE,10312,5532,48,02 TWO FAMILY DWELLINGS,2,0,2,2375,1386,1992,1,B9,31-01-2015,648888
PR11408,3,NY,GREAT KILLS,183 SANDALWOOD DRIVE,10308,4500,220,01 ONE FAMILY DWELLINGS,1,0,1,1500,1350,1982,1,A5,23-05-2014,465000
PR11409,3,NY,GREAT KILLS,7A FRANKLIN LANE,10306,4447,97,01 ONE FAMILY DWELLINGS,1,0,1,1668,1320,1982,1,A5,28-08-2014,409999
PR11410,3,NY,GREAT KILLS,415 DOANE AVENUE,10308,5448,24,01 ONE FAMILY DWELLINGS,1,0,1,3000,1312,1966,1,A9,15-11-2014,590000
PR11411,3,NY,GREAT KILLS,84 ISLINGTON STREET,10308,4602,25,02  TWO FAMILY HOMES,2,0,2,4268,2376,1967,1,B2,10-05-2013,545000
PR11412,3,NY,GREAT KILLS,206 PACIFIC AVENUE,10312,5266,29,02  TWO FAMILY HOMES,2,0,2,4333,3070,2004,1,B2,19-09-2012,750000
PR11413,3,NY,GREAT KILLS,428 KATAN AVENUE,10308,5483,43,01 ONE FAMILY DWELLINGS,1,0,1,2424,1480,1966,1,A9,02-10-2014,530000
